Education,JobInvolvement,JobLevel,DailyRate(USD),MonthlyIncome(USD),NoofCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,PerformanceRating,Attrition
Master,High,3,538,7441,1,10,10,8,7,7,4,Excellent,No
Master,Medium,1,1402,2430,0,6,5,3,4,2,5,Outstanding,No
College,Medium,2,824,5878,3,12,7,1,2,5,2,Excellent,No
Master,High,1,1157,2644,3,7,3,2,1,2,3,Outstanding,No
Master,High,2,492,6439,8,18,8,7,7,7,2,Excellent,No
Bachelor,Very High,1,598,2451,6,5,1,0,0,0,2,Excellent,No
Master,High,2,1242,6392,2,8,2,2,2,2,6,Excellent,No
Bachelor,Medium,2,740,9714,1,10,10,8,6,7,4,Excellent,Yes
Master,High,2,888,6077,3,10,6,3,1,2,2,Excellent,No
Bachelor,Medium,1,992,2450,1,3,3,0,1,2,3,Excellent,No
Master,High,3,1288,9250,3,9,4,2,1,3,3,Excellent,No
Bachelor,High,1,104,2074,1,1,1,0,0,0,2,Excellent,Yes
Doctor,Medium,3,607,10169,0,34,33,7,1,9,4,Excellent,Yes
Bachelor,High,2,903,4855,4,7,5,2,1,4,2,Excellent,Yes
Master,High,2,1200,4087,4,9,6,5,1,2,3,Excellent,No
Master,High,1,1108,2367,8,10,8,2,7,6,3,Excellent,No
Master,High,1,479,2972,1,1,1,0,0,0,4,Excellent,No
Doctor,Medium,5,685,19586,1,36,36,6,2,13,3,Outstanding,No
Master,High,2,1351,5484,9,9,2,2,2,1,3,Excellent,No
Bachelor,High,1,474,2061,1,1,1,0,0,0,5,Outstanding,No
Bachelor,High,2,1245,9924,0,10,9,8,7,7,3,Excellent,No
Bachelor,High,2,437,4198,2,8,3,2,1,2,5,Excellent,No
Master,High,2,884,6815,6,15,1,0,0,0,5,Excellent,No
Below College,High,1,1370,4723,1,10,10,9,1,5,3,Excellent,No
Master,High,2,670,6142,3,10,5,2,0,4,4,Excellent,No
Bachelor,Very High,3,1462,8237,2,11,7,6,7,6,3,Excellent,No
Below College,High,2,995,8853,1,6,6,4,1,3,0,Excellent,No
Bachelor,High,5,264,19331,4,27,1,0,0,0,2,Excellent,No
Bachelor,Very High,1,977,2073,2,4,2,2,2,2,2,Excellent,No
Master,Very High,2,1302,5562,3,9,3,2,0,2,3,Excellent,No
College,Medium,5,1059,19613,8,24,1,0,0,1,2,Outstanding,No
Bachelor,Very High,2,750,3407,1,10,10,9,6,8,3,Excellent,No
Master,Medium,2,653,5063,1,8,8,2,7,7,3,Excellent,No
College,High,2,118,4639,1,5,5,4,1,2,2,Excellent,No
Bachelor,Very High,1,990,4876,5,8,6,4,0,2,0,Excellent,No
College,Medium,1,1349,2690,1,1,1,0,0,1,5,Excellent,No
Master,Very High,4,563,17567,1,27,26,0,0,12,5,Excellent,No
Bachelor,High,1,329,2408,1,1,1,1,0,0,3,Excellent,Yes
College,Medium,1,457,2814,1,4,4,2,1,3,2,Excellent,No
Doctor,High,4,1234,11245,2,32,30,8,12,13,3,Excellent,No
Master,Very High,1,634,3312,3,6,3,2,0,2,3,Excellent,No
Bachelor,High,5,1313,19049,0,23,22,7,1,10,4,Excellent,No
Bachelor,Medium,1,241,2141,1,6,6,4,1,1,3,Excellent,No
Doctor,Low,2,1015,5769,1,10,10,7,1,4,3,Excellent,No
Bachelor,Medium,2,336,4385,1,10,10,7,4,5,2,Excellent,No
Master,High,2,715,5332,7,10,5,2,0,3,3,Excellent,No
Master,High,2,559,4663,9,7,3,2,1,1,2,Excellent,No
Master,Very High,2,426,4724,1,9,9,7,7,2,3,Excellent,No
Master,High,1,722,3211,1,10,9,6,1,4,3,Excellent,No
Doctor,High,2,1387,5377,2,10,7,7,7,7,3,Excellent,No
Bachelor,Medium,1,1302,4066,1,7,7,7,0,7,3,Excellent,No
Doctor,Very High,2,819,5208,1,16,16,15,1,10,2,Excellent,No
Bachelor,Low,2,580,4877,0,6,5,3,0,0,5,Outstanding,No
Below College,High,1,546,3117,1,3,2,2,2,2,2,Excellent,No
College,High,1,544,1569,1,0,0,0,0,0,2,Excellent,Yes
Master,High,5,1176,19658,3,27,5,2,1,0,2,Excellent,No
College,Medium,2,170,3069,0,11,10,8,0,7,3,Excellent,No
Bachelor,Medium,3,884,10435,1,18,18,15,14,12,2,Excellent,No
Master,High,2,208,4148,1,15,14,11,2,9,5,Excellent,No
Bachelor,High,2,671,5768,3,9,4,3,0,2,2,Excellent,No
Bachelor,High,2,711,5042,0,10,9,2,3,8,2,Excellent,No
College,Medium,2,1329,5770,1,10,10,7,3,9,3,Excellent,No
College,Medium,3,397,7756,3,10,5,4,0,2,6,Excellent,No
Bachelor,Medium,3,737,10306,9,15,13,12,6,0,3,Excellent,Yes
Bachelor,High,1,1470,3936,1,8,8,4,7,7,2,Excellent,No
Bachelor,High,3,448,7945,6,18,4,2,3,3,2,Excellent,No
Doctor,High,2,602,5743,4,14,10,7,0,2,3,Excellent,No
Doctor,Medium,4,365,15202,2,23,2,2,2,2,3,Outstanding,No
College,Low,2,763,5440,6,7,2,2,2,2,2,Excellent,Yes
Below College,High,1,567,3760,1,6,6,3,1,3,2,Excellent,No
Bachelor,Very High,1,486,3517,7,5,3,2,0,2,0,Excellent,No
Bachelor,High,1,591,2580,2,6,4,2,1,2,0,Excellent,No
Bachelor,High,1,1329,2166,3,10,4,2,0,3,3,Excellent,Yes
Bachelor,Medium,2,469,5869,9,8,5,2,1,4,2,Excellent,No
Master,High,3,711,8008,4,9,3,2,0,2,6,Excellent,No
Below College,Very High,2,772,5206,1,7,7,7,0,7,6,Excellent,No
Bachelor,High,2,492,5295,4,7,5,4,1,0,3,Outstanding,No
Master,High,4,301,16413,3,27,4,2,1,2,2,Excellent,No
Doctor,Medium,3,813,13269,5,19,14,11,1,11,3,Excellent,No
Bachelor,High,1,1141,2783,1,2,2,2,2,2,3,Excellent,No
Bachelor,High,2,1130,5433,1,11,11,8,7,9,2,Excellent,No
Bachelor,High,1,311,2013,2,15,4,3,1,3,4,Excellent,No
Below College,Medium,4,465,13966,2,30,15,11,2,12,3,Excellent,No
Master,Medium,2,894,4374,0,4,3,2,1,2,6,Excellent,No
College,Very High,2,1040,6842,6,13,5,4,0,4,3,Outstanding,No
Doctor,High,4,584,17426,3,36,10,8,4,7,6,Outstanding,No
College,Medium,4,1291,17603,1,14,14,10,6,11,3,Outstanding,No
Master,High,2,880,4581,3,13,11,9,6,7,2,Outstanding,Yes
Bachelor,High,2,1189,4735,7,19,13,11,2,9,4,Excellent,No
Bachelor,Medium,2,991,4187,1,10,10,0,0,9,3,Excellent,No
Master,High,2,392,5505,1,6,6,2,0,4,5,Excellent,No
Bachelor,High,2,977,5470,0,10,9,5,1,6,4,Excellent,No
Master,High,2,1112,5476,1,10,10,0,0,2,2,Excellent,No
Bachelor,High,1,464,2587,4,17,2,2,2,2,2,Excellent,No
Bachelor,Medium,1,148,2440,1,4,4,3,3,3,3,Outstanding,No
Master,Very High,4,1225,15972,6,29,3,2,1,2,2,Excellent,No
Bachelor,High,4,809,15379,4,23,8,7,0,0,2,Excellent,No
College,High,3,1206,7082,3,21,2,0,0,2,2,Excellent,No
Below College,High,1,727,2728,1,2,2,2,0,2,3,Excellent,No
Bachelor,High,2,530,5368,1,7,6,5,1,2,2,Outstanding,No
Master,High,2,1351,5347,6,10,3,2,0,2,2,Excellent,No
Bachelor,High,1,528,3195,4,8,2,2,2,2,2,Excellent,No
Below College,Medium,1,1320,3989,1,5,5,4,1,2,2,Excellent,Yes
College,High,1,1495,3306,7,7,0,0,0,0,5,Excellent,No
Master,Very High,3,1395,7005,3,11,4,3,1,2,2,Excellent,No
College,High,1,708,2655,2,19,9,7,7,7,3,Excellent,Yes
Master,High,1,1259,1393,1,1,1,0,0,0,2,Excellent,Yes
Bachelor,High,1,786,2570,1,7,7,7,5,7,5,Outstanding,No
Bachelor,Medium,1,1441,3537,5,8,4,2,1,2,1,Excellent,No
College,Medium,2,1157,3986,1,15,15,10,4,13,3,Excellent,No
Master,Low,3,370,10883,3,19,1,0,0,0,2,Outstanding,No
Bachelor,Very High,1,267,2028,1,14,14,11,2,13,6,Excellent,No
Master,Low,2,1278,9525,1,6,6,3,1,3,2,Excellent,No
Bachelor,Medium,1,678,2929,1,10,10,9,8,7,3,Excellent,No
Bachelor,High,1,427,2275,1,3,3,2,0,2,2,Outstanding,Yes
Bachelor,Very High,3,921,7879,1,9,8,7,6,7,2,Excellent,No
Master,Medium,1,146,4930,0,6,5,4,1,4,2,Excellent,No
Bachelor,High,2,1179,7847,1,10,10,9,8,8,3,Excellent,No
Bachelor,Very High,1,581,4401,1,5,5,3,0,4,1,Excellent,No
Bachelor,High,3,918,9241,1,10,10,8,8,7,3,Excellent,No
Master,High,1,1082,2974,9,9,5,3,1,2,2,Excellent,No
Master,High,2,530,4502,3,17,13,7,6,7,2,Excellent,No
Below College,Medium,3,1238,10748,3,25,23,15,14,4,3,Outstanding,No
Below College,Low,1,240,1555,1,1,1,0,0,0,2,Excellent,Yes
Bachelor,Low,4,1093,12936,7,25,23,5,14,10,3,Excellent,Yes
Master,Low,1,390,2305,1,3,3,2,0,2,3,Excellent,No
College,Medium,4,1005,16704,1,21,21,6,8,6,2,Excellent,No
Bachelor,High,1,585,3433,6,10,5,2,1,3,3,Excellent,No
Master,High,1,741,3477,1,6,5,2,0,3,2,Excellent,No
Bachelor,Low,2,552,6430,6,10,3,2,1,2,4,Excellent,No
College,High,2,369,6516,2,18,1,0,0,0,3,Excellent,No
Below College,High,1,506,3907,1,6,6,2,1,2,2,Excellent,No
Master,High,2,717,5562,6,19,10,7,0,9,3,Excellent,No
Master,High,2,1370,6883,2,17,7,7,0,7,3,Excellent,No
Below College,High,1,793,2862,1,10,10,0,0,8,2,Excellent,No
Master,High,2,543,4978,7,4,1,0,0,0,3,Excellent,No
Bachelor,High,3,1277,10368,4,13,10,6,0,3,5,Excellent,No
Doctor,Medium,2,1456,6134,5,16,2,2,2,2,3,Excellent,Yes
College,Low,2,964,6735,6,10,0,0,0,0,2,Excellent,Yes
Below College,High,1,160,3295,1,3,3,2,1,2,3,Excellent,No
Below College,High,2,163,5238,2,9,5,4,1,4,3,Outstanding,No
Bachelor,High,2,792,6472,1,9,9,8,5,8,2,Excellent,No
Bachelor,Low,3,371,9610,3,10,4,3,0,2,2,Excellent,No
Master,High,5,611,19833,1,21,21,8,12,8,3,Excellent,No
Bachelor,Low,3,176,9756,4,9,5,0,0,3,2,Outstanding,No
Master,Medium,1,1312,4968,0,10,9,7,0,7,2,Excellent,No
Bachelor,High,1,897,2145,0,3,2,2,2,1,2,Excellent,No
Bachelor,Medium,1,600,2180,6,6,4,2,1,2,0,Excellent,Yes
Bachelor,High,2,1003,8346,1,6,5,2,0,2,3,Excellent,No
Bachelor,High,1,1054,3445,1,6,6,2,1,4,5,Excellent,No
Bachelor,Low,1,428,2760,1,2,2,2,2,2,3,Excellent,Yes
Bachelor,Very High,2,461,6294,8,10,3,2,0,2,5,Excellent,No
College,Medium,3,979,7140,2,12,7,7,1,7,2,Excellent,No
Master,Very High,1,181,2932,0,6,5,0,1,2,3,Excellent,No
Bachelor,High,2,1283,5147,8,13,11,7,1,7,2,Excellent,No
Master,High,2,1313,4507,3,8,5,1,0,4,1,Excellent,No
Bachelor,High,3,211,8564,2,11,0,0,0,0,2,Outstanding,Yes
College,Medium,1,594,2468,4,9,6,1,0,5,4,Excellent,No
Master,High,3,1079,8161,2,10,1,0,0,0,2,Excellent,Yes
Bachelor,Medium,1,590,2109,1,1,1,0,0,0,2,Excellent,No
Bachelor,Very High,2,305,5294,3,10,7,0,1,7,3,Excellent,No
Master,High,1,953,2718,2,12,7,7,0,7,3,Excellent,No
Bachelor,Low,2,833,5811,3,15,1,0,1,0,2,Excellent,No
Bachelor,Medium,1,807,2437,9,6,1,0,0,0,4,Excellent,Yes
Bachelor,High,1,855,2766,8,7,5,3,0,4,6,Outstanding,No
Bachelor,Medium,5,478,19038,8,34,1,0,0,0,2,Excellent,No
Bachelor,High,2,775,3055,5,11,9,8,1,7,2,Excellent,No
Master,High,1,548,2289,1,5,5,3,0,4,2,Outstanding,No
Bachelor,High,2,1375,4001,1,15,15,14,0,7,3,Excellent,No
Master,Medium,4,661,12965,4,27,3,2,0,2,2,Outstanding,No
Bachelor,High,1,244,3539,0,10,9,7,1,8,5,Excellent,No
College,Low,2,511,6029,5,6,2,2,2,2,3,Excellent,No
Below College,High,1,337,2679,1,1,1,0,1,0,3,Excellent,Yes
College,Medium,1,1153,3702,1,5,5,4,0,4,3,Excellent,No
Below College,High,1,1294,2398,1,1,1,0,0,0,6,Excellent,Yes
Master,Medium,2,196,5468,1,13,12,7,5,7,3,Excellent,No
Bachelor,High,3,942,13116,2,15,2,2,2,2,2,Excellent,No
College,Medium,2,589,4189,1,5,5,2,0,3,2,Excellent,No
Master,High,5,734,19328,7,24,2,1,2,2,3,Excellent,No
Bachelor,High,3,1383,8321,7,15,12,8,5,7,1,Excellent,No
College,High,1,429,2342,1,6,5,3,2,3,2,Excellent,Yes
College,High,2,1239,4071,2,19,10,0,4,7,4,Excellent,No
Bachelor,High,2,303,5813,1,10,10,7,7,7,2,Excellent,Yes
Master,Very High,1,867,3143,6,14,10,8,7,6,1,Excellent,No
Bachelor,High,1,1181,2044,1,5,5,3,0,3,6,Excellent,No
Below College,High,3,1253,13464,7,9,4,3,2,2,3,Outstanding,No
College,Medium,2,849,7991,8,6,2,2,2,2,3,Excellent,No
College,High,1,616,3377,4,7,4,3,0,2,5,Excellent,No
Bachelor,Very High,2,1128,5538,5,10,0,0,0,0,2,Excellent,No
College,High,2,1180,5762,2,15,7,7,1,7,6,Excellent,No
Bachelor,High,1,1336,2592,5,13,11,10,3,8,3,Excellent,No
Master,High,2,234,5346,4,11,7,1,0,7,3,Excellent,Yes
Master,High,2,370,4213,1,10,10,3,0,8,4,Excellent,Yes
Bachelor,High,2,766,4127,2,7,2,1,2,2,6,Excellent,No
Bachelor,High,1,343,2438,4,7,3,2,1,2,2,Excellent,No
Bachelor,Very High,2,447,6870,3,11,3,2,1,2,3,Excellent,No
Below College,High,3,796,10447,0,23,22,14,13,5,3,Excellent,No
Bachelor,High,3,1092,9667,9,9,7,7,0,2,3,Excellent,No
College,High,1,920,2148,0,6,5,1,1,4,3,Excellent,Yes
College,High,2,261,8926,4,13,9,7,3,7,2,Outstanding,Yes
Bachelor,High,2,1194,6513,4,12,5,3,0,3,3,Excellent,No
College,Very High,2,810,6799,1,10,10,8,4,8,5,Outstanding,No
Bachelor,High,4,350,16291,4,37,16,9,14,14,0,Outstanding,No
Master,Low,1,185,2705,0,6,5,4,0,3,2,Excellent,No
Bachelor,Medium,3,1001,10333,8,28,22,11,14,10,4,Excellent,No
Bachelor,High,2,750,4448,2,15,7,4,7,7,3,Excellent,No
Master,High,2,431,6854,4,14,7,1,1,7,2,Excellent,No
Master,High,3,1125,9637,2,9,3,2,2,2,3,Excellent,No
Bachelor,High,1,1217,3591,1,3,3,2,1,2,3,Outstanding,No
Master,Low,2,723,5405,2,20,4,2,0,3,4,Outstanding,No
Bachelor,High,2,572,4684,1,5,5,3,1,2,4,Excellent,No
Master,High,4,1216,15787,2,23,2,2,2,2,3,Excellent,No
Bachelor,High,1,1431,1514,1,0,0,0,0,0,4,Excellent,No
Doctor,Very High,1,359,2956,0,2,1,0,0,0,4,Excellent,Yes
Bachelor,Medium,1,350,2335,4,4,2,2,2,0,3,Excellent,Yes
Master,High,2,589,5154,4,10,8,7,5,7,3,Outstanding,No
Master,High,2,430,6962,4,15,1,0,0,0,2,Outstanding,No
Master,High,2,1422,5675,1,7,7,7,7,7,5,Outstanding,No
College,High,1,1297,2379,0,6,5,4,0,2,3,Excellent,No
Below College,High,1,574,3812,1,11,11,8,3,10,3,Excellent,No
Master,High,2,1318,4648,8,4,0,0,0,0,2,Excellent,No
Master,High,1,355,2936,3,10,6,3,3,3,1,Outstanding,No
Master,High,1,207,2105,4,7,2,2,2,0,2,Excellent,No
College,High,3,706,8578,3,12,9,8,4,7,4,Excellent,No
College,High,1,280,2706,1,3,3,2,2,2,2,Excellent,No
Below College,Low,2,726,6384,8,11,7,0,1,6,3,Excellent,No
Bachelor,High,1,1142,3968,4,8,0,0,0,0,3,Excellent,No
Master,Medium,2,414,9907,7,7,2,2,2,2,3,Excellent,Yes
Bachelor,Very High,4,1319,13225,2,25,19,17,2,8,5,Excellent,No
Below College,Medium,2,728,3540,1,9,9,8,5,8,5,Outstanding,No
Below College,Medium,1,352,2804,1,1,1,0,0,0,3,Excellent,No
Bachelor,Medium,5,823,19392,7,21,16,12,6,14,2,Excellent,No
Bachelor,Medium,5,1224,19665,4,29,22,10,12,9,3,Excellent,No
College,Medium,1,459,2439,1,1,1,0,1,0,3,Outstanding,Yes
Bachelor,High,3,1254,7314,5,14,8,7,0,7,2,Outstanding,Yes
Bachelor,Medium,1,1131,4774,0,8,7,6,7,3,2,Excellent,No
Master,High,2,835,3902,8,7,2,2,2,2,2,Excellent,No
Master,Medium,1,836,2662,8,19,5,2,0,4,2,Outstanding,No
Bachelor,High,1,1172,2856,1,1,1,0,0,0,3,Excellent,No
Bachelor,High,1,945,1081,1,1,1,0,0,0,3,Excellent,Yes
Below College,High,1,391,2472,1,1,1,0,0,0,2,Outstanding,Yes
Master,Medium,2,1266,5673,1,10,10,9,1,7,4,Excellent,No
Bachelor,High,2,311,4197,1,10,10,8,0,2,2,Excellent,No
Bachelor,High,3,1480,9713,2,9,5,3,1,0,3,Excellent,No
Bachelor,High,1,592,2062,3,11,3,2,1,2,2,Excellent,No
Master,High,2,783,4284,5,16,5,3,0,4,2,Outstanding,No
College,Medium,2,219,4788,0,4,3,2,0,2,2,Excellent,No
College,Medium,2,556,5906,0,10,9,8,3,8,2,Excellent,No
Below College,Medium,2,1213,3886,1,10,10,1,0,8,2,Outstanding,No
Master,High,4,1137,16823,2,22,19,7,11,16,3,Excellent,No
College,Medium,1,482,2933,1,1,1,0,1,0,3,Excellent,No
College,Very High,2,511,6500,0,9,8,7,0,7,5,Excellent,No
Bachelor,High,4,117,17174,3,24,22,17,4,7,3,Excellent,No
Master,Very High,2,170,5033,2,10,2,0,2,2,5,Excellent,No
Master,Low,1,967,2307,1,5,5,2,3,0,2,Outstanding,Yes
College,High,1,1162,2587,1,5,4,2,1,0,3,Excellent,Yes
College,Medium,2,335,5507,2,12,4,2,1,3,1,Excellent,No
Bachelor,High,2,337,4393,5,14,5,4,1,4,3,Outstanding,No
Bachelor,High,3,1396,13348,9,18,13,7,5,7,3,Excellent,No
College,High,2,1079,6583,2,8,5,2,1,4,2,Excellent,No
Below College,Medium,2,735,8103,3,9,4,2,0,1,3,Excellent,No
Bachelor,Very High,1,471,3978,8,4,2,2,2,2,0,Excellent,No
Bachelor,Very High,1,1096,2544,0,8,7,7,7,7,3,Excellent,No
Master,High,2,1297,5399,4,12,4,2,0,3,3,Excellent,No
Master,High,2,217,5487,1,10,10,4,0,9,2,Excellent,No
College,Medium,2,783,6834,1,7,7,7,0,7,2,Excellent,No
Bachelor,Very High,1,746,1091,1,1,1,0,0,0,3,Excellent,Yes
Master,Low,2,1251,5736,6,10,3,2,1,2,1,Excellent,No
Master,High,1,1354,2226,1,6,5,3,1,2,3,Excellent,No
Master,Medium,2,735,5747,1,16,15,10,6,11,3,Excellent,No
College,High,2,1475,9854,3,6,2,0,2,2,0,Excellent,Yes
Master,High,2,1169,5467,8,16,8,7,1,7,4,Excellent,No
Doctor,Medium,2,1443,5380,4,6,0,0,0,0,3,Excellent,No
College,High,2,867,5151,1,10,10,0,7,9,3,Outstanding,No
Bachelor,Medium,2,1394,2133,1,20,20,11,0,7,3,Excellent,No
Bachelor,High,4,605,17875,4,29,1,0,0,0,2,Excellent,No
College,Very High,1,238,2432,3,8,4,1,0,3,2,Excellent,Yes
College,High,1,1206,4771,2,10,5,2,0,3,0,Excellent,No
Below College,High,5,1064,19161,3,28,5,4,4,3,3,Excellent,No
Master,High,2,419,5087,3,14,0,0,0,0,4,Excellent,No
Bachelor,Medium,1,1337,2863,1,1,1,0,0,0,2,Excellent,Yes
Master,High,2,682,5561,0,6,5,3,0,4,2,Excellent,No
Bachelor,High,1,1103,2144,1,5,5,3,1,4,3,Excellent,No
College,High,1,976,3065,1,4,4,2,2,3,3,Excellent,No
Master,Very High,1,1351,2810,1,5,5,4,0,2,3,Outstanding,No
Bachelor,High,3,937,9888,1,14,14,8,2,1,3,Outstanding,No
Master,High,3,1239,8628,1,9,8,7,1,1,2,Excellent,No
Bachelor,High,1,157,2867,0,8,7,7,7,6,6,Excellent,No
Bachelor,High,2,136,5373,0,6,5,3,0,2,5,Excellent,No
Master,High,2,1146,6667,5,9,5,1,1,2,6,Excellent,No
Bachelor,Low,2,1125,5003,1,10,10,8,8,7,6,Outstanding,No
Bachelor,Medium,1,1404,2367,5,6,4,1,0,3,2,Excellent,Yes
Bachelor,Medium,1,1404,2858,4,20,1,0,0,0,3,Excellent,No
Master,High,2,1224,5204,1,10,10,8,0,9,2,Excellent,No
Bachelor,High,2,954,4105,1,7,7,7,0,7,5,Excellent,No
Master,Medium,2,1373,9679,8,8,1,0,0,0,1,Outstanding,No
Master,High,2,754,5617,1,10,10,7,0,8,4,Excellent,Yes
Master,High,3,1168,10448,6,15,2,2,2,2,2,Excellent,Yes
College,High,2,155,2897,3,9,4,3,2,3,6,Excellent,No
College,High,2,1303,5968,1,9,9,7,2,8,2,Outstanding,No
Bachelor,High,3,574,7510,1,10,10,9,0,9,1,Excellent,No
Master,High,1,1444,2991,0,7,6,2,1,2,2,Excellent,No
Master,Very High,5,189,19636,4,35,10,9,1,4,0,Excellent,No
Below College,Low,1,1276,1129,1,1,1,0,0,0,4,Excellent,No
Master,High,4,119,13341,0,21,20,8,11,10,3,Excellent,No
College,Medium,2,335,4332,1,20,20,9,3,7,2,Excellent,No
Bachelor,High,3,697,11031,4,13,11,7,4,8,2,Outstanding,No
Bachelor,High,2,157,4440,6,9,5,2,1,4,3,Excellent,No
College,Medium,2,771,4617,1,4,4,3,1,2,2,Excellent,No
College,High,1,571,2647,1,5,5,2,1,4,6,Excellent,No
Bachelor,High,2,692,6323,1,10,10,9,9,4,2,Excellent,No
College,High,2,444,5677,3,15,11,8,5,10,4,Excellent,No
Bachelor,High,1,309,2187,4,6,2,0,1,2,3,Excellent,No
College,High,1,911,3748,1,12,12,8,1,7,6,Excellent,No
Below College,High,1,977,3977,6,7,2,2,0,2,2,Excellent,No
Bachelor,High,3,1180,8633,2,25,17,14,12,11,3,Outstanding,No
College,Medium,1,1313,2008,1,1,1,1,0,0,2,Excellent,No
Master,High,2,1321,4440,0,16,15,13,5,8,3,Excellent,No
College,High,1,1154,3067,0,3,2,2,1,2,1,Excellent,No
Master,Medium,2,508,5321,2,10,8,3,7,7,1,Excellent,No
Master,High,2,557,5410,6,9,4,3,1,2,3,Excellent,No
Bachelor,High,1,642,2782,3,12,5,3,1,0,3,Outstanding,No
Below College,High,3,1162,11957,0,14,13,8,5,12,3,Excellent,No
Master,High,1,1490,2660,7,5,2,2,2,2,3,Excellent,No
College,High,1,581,3375,0,4,3,2,1,2,2,Excellent,No
Master,High,2,1395,5098,1,10,10,7,0,8,5,Excellent,No
College,High,2,501,4878,0,10,9,7,8,1,6,Excellent,No
Master,Medium,1,267,2837,1,6,6,2,4,1,3,Excellent,No
Master,High,1,543,2406,8,8,1,0,0,0,3,Excellent,No
Master,Medium,1,234,2269,0,3,2,2,2,2,2,Excellent,No
Below College,High,2,116,4108,7,18,7,7,1,7,2,Excellent,No
Bachelor,Low,3,201,13206,3,20,18,16,1,11,3,Excellent,No
Master,High,3,801,10422,1,14,14,10,5,7,3,Excellent,No
Bachelor,Very High,3,161,13744,1,16,16,11,6,8,2,Outstanding,No
College,High,2,1382,4907,0,6,5,3,0,4,3,Outstanding,No
Master,High,1,585,3482,2,16,9,8,0,0,3,Excellent,No
Bachelor,High,1,1037,2436,6,6,4,3,1,2,2,Excellent,No
Below College,High,1,501,2380,1,2,2,2,1,2,6,Excellent,No
Bachelor,High,5,105,19431,2,21,6,0,1,3,3,Excellent,No
Bachelor,High,1,638,1790,1,1,1,0,1,0,3,Excellent,Yes
Bachelor,Medium,3,557,7644,0,10,9,7,3,4,2,Excellent,No
College,High,2,688,5131,7,18,4,2,0,2,3,Excellent,No
Master,High,2,667,6306,1,13,13,12,1,9,2,Outstanding,No
Master,High,1,1092,4787,9,4,2,2,2,2,3,Excellent,Yes
Bachelor,High,5,300,18880,5,24,22,6,4,14,2,Excellent,No
College,High,1,310,2339,8,14,10,9,9,8,4,Excellent,Yes
Master,Medium,4,582,13570,0,21,20,7,0,10,3,Outstanding,No
Bachelor,Medium,2,704,6712,1,8,8,7,1,7,2,Outstanding,No
Master,Low,2,301,5406,1,15,15,12,11,11,4,Outstanding,No
Bachelor,Medium,2,930,8938,2,14,5,4,0,4,5,Excellent,No
Bachelor,High,1,529,2439,1,4,4,2,1,2,4,Excellent,No
Master,High,3,1146,8837,1,9,9,0,1,7,2,Excellent,No
College,High,2,345,5343,1,10,10,7,1,9,1,Excellent,No
Master,High,2,878,6728,7,12,6,3,0,1,3,Excellent,Yes
Master,Medium,2,1120,6652,4,8,6,3,0,0,2,Excellent,No
Bachelor,High,2,374,4850,8,8,5,3,0,1,3,Excellent,No
Master,Medium,1,1322,2809,2,8,2,2,2,2,2,Excellent,No
Master,High,2,1199,5689,1,10,10,2,0,2,2,Excellent,No
Master,High,1,1194,2001,2,20,5,3,0,2,2,Excellent,No
Master,Low,1,287,2977,1,4,4,3,1,1,5,Excellent,No
College,Medium,2,1378,4025,4,10,4,3,0,3,2,Excellent,No
Master,Medium,1,468,3785,1,5,5,4,0,4,3,Excellent,No
Bachelor,Medium,3,410,10854,4,20,3,2,2,0,3,Excellent,Yes
Below College,Medium,4,722,12031,0,21,20,9,9,6,2,Excellent,No
Bachelor,High,2,325,9936,0,10,9,4,1,7,2,Excellent,No
Bachelor,Medium,1,1167,2966,0,5,4,2,0,0,2,Excellent,No
College,Very High,2,884,2571,4,17,5,2,0,3,3,Excellent,No
Below College,Medium,3,613,9991,4,9,7,7,1,7,5,Excellent,No
Bachelor,Very High,2,155,6142,1,6,6,2,0,3,0,Outstanding,No
Bachelor,Medium,2,1023,5390,2,17,9,6,0,8,3,Excellent,No
Bachelor,Very High,2,628,4404,2,6,4,3,1,2,3,Excellent,No
